source,target,year,Tag
acc,hold,2003,no
play,reaction,2003,no
skin,tone,2003,no
mixture,principal,2003,no
port,topology,2003,no
observation,resistance,2003,no
array,detection,2003,no
field,sense,2003,no
combustion,engine,2003,no
audio,stream,2003,no
association,rule,2003,no
domain,transform,2003,no
road,travel,2003,no
gas,laser,2003,no
business,logic,2003,no
authentication,register,2003,no
construct,predictive,2003,no
design,experimental,2003,no
disc,zone,2003,no
ann,neuron,2003,no
fuzzy,preference,2003,no
quality,water,2003,no
dimensional,pair,2003,no
driver,steering,2003,no
action,plan,2003,no
defect,inspection,2003,no
amplifier,output,2003,no
entry,match,2003,no
neuron,neuronal,2003,no
store,table,2003,no
baseline,fingerprint,2003,no
charge,image_datum,2003,no
appliance,microphone,2003,no
alternative,sentence,2003,no
party,print,2003,no
combination,entity,2003,no
business,execution,2003,no
fragment,voice_command,2003,no
voice,voice_recognition,2003,no
learning,training,2003,no
authentication,fingerprint,2003,no
optical,white,2003,no
condition,plant,2003,no
control,vehicle,2003,no
language,word,2003,no
computer,surface,2003,no
database,mining,2003,no
change,variable,2003,no
code,tag,2003,no
separation,source,2003,no
layer,silicon,2003,no
concept,phrase,2003,no
hierarchical,tree,2003,no
intelligent,support,2003,no
design,genetic_algorithm,2003,no
phoneme,pronunciation,2003,no
design,research,2003,no
context,vocabulary,2003,no
pressure,temperature,2003,no
drive,obstacle,2003,no
party,subscriber,2003,no
program,viewer,2003,no
party,view,2003,no
cause,event,2003,no
field,magnetic,2003,no
axis,drive,2003,no
microphone,operator,2003,no
markov,stream,2003,no
skin,window,2003,no
finite,time_series,2003,no
identify,perform,2003,no
status,train,2003,no
correlation,markov,2003,no
continuous,interval,2003,no
interval,split,2003,no
cardiac,finger,2003,no
manipulation,operate,2003,no
calculation,density,2003,no
express,pronunciation,2003,no
management_system,transport,2003,no
imaging,percent,2003,no
imaging,marking,2003,no
observation,predictor,2003,no
capacity,computational,2003,no
heart,stimulation,2003,no
nucleic_acid,relate,2003,no
secondary,session,2003,no
raw,reaction,2003,no
optimal,schedule,2003,no
compression,render,2003,no
assessment,health,2003,no
derivative,transfer,2003,no
evaluate,skin,2003,no
normalization,phonetic,2003,no
removal,statistical,2003,no
diagnose,heart,2003,no
follow,head,2003,no
follow,wave,2003,no
live,pre,2003,no
objective_function,radio,2003,no
pilot,radio,2003,no
compression,predictor,2003,no
audible,textual,2003,no
external,separate,2003,no
button,dictation,2003,no
customize,report,2003,no
neuronal,relate,2003,no
axis,evaluate,2003,no
cardiac,mechanical,2003,no
belong,ratio,2003,no
chain,torque,2003,no
evolutionary,population,2003,no
cycle,dimension,2003,no
cycle,route,2003,no
hold,ink,2003,no
interactive,reliability,2003,no
interactive,subsystem,2003,no
evaluation,framework,2003,no
alarm,pilot,2003,no
pc,protocol,2003,no
stop,train,2003,no
diagnostic,ultrasound,2003,no
discharge,fire,2003,no
analyte,manipulation,2003,no
connection,plural,2003,no
combination,statement,2003,no
management_system,photograph,2003,no
advertising,interactive,2003,no
constraint,objective,2003,no
genetic_algorithm,topology,2003,no
configure,transcription,2003,no
non,time_series,2003,no
alarm,physiological,2003,no
coordinate,trajectory,2003,no
organization,piece,2003,no
language_processing,stage,2003,no
dictation,pc,2003,no
member,training_set,2003,no
corpus,transducer,2003,no
finite,transducer,2003,no
density,gaussian,2003,no
blood,diagnose,2003,no
correct,cost,2003,no
receiver,status,2003,no
parallel,quantitative,2003,no
single,transcription,2003,no
eye,manipulation,2003,no
interval,layout,2003,no
notification,queue,2003,no
cut,phonetic,2003,no
guide,transport,2003,no
chemical,etch,2003,no
activation,interaction,2003,no
composition,thermal,2003,no
scale,selection,2003,no
collection,hypothesis,2003,no
audible,music,2003,no
calculation,fuel,2003,no
mathematical,visualization,2003,no
nodule,zone,2003,no
execution,stage,2003,no
child,emotional,2003,no
continuous,speak,2003,no
hearing,music,2003,no
acquire,serial,2003,no
music,sensitivity,2003,no
dimension,gaussian,2003,no
member,opening,2003,no
percent,zone,2003,no
advertisement,research,2003,no
method,research,2003,no
article,method_device,2003,no
activate,button,2003,no
leg,member,2003,no
mathematical,optimal,2003,no
peak,select,2003,no
alarm,analyze,2003,no
medical_image,pickup,2003,no
deceleration,torque,2003,no
television,viewer,2003,no
drug,ligand,2003,no
expect,natural_language,2003,no
antenna,chromosome,2003,no
hierarchical,row,2003,no
boundary,technical,2003,no
browser,law,2003,no
audio_signal,hearing,2003,no
hearing,transducer,2003,no
computing,general,2003,no
linear,residual,2003,no
artificial,mechanism,2003,no
mechanism,optimisation,2003,no
adjust,audio_signal,2003,no
automatic,prompt,2003,no
battery,series,2003,no
transcription,verbal,2003,no
compound,drug,2003,no
compound,method_system,2003,no
barge,processing_unit,2003,no
observation,result,2003,no
mixture,separate,2003,no
electromagnetic,wave,2003,no
boundary,finite,2003,no
metric,pronunciation,2003,no
continuous,fragment,2003,no
library,testing,2003,no
dimension,sign,2003,no
relation,utilize,2003,no
autonomous,capacity,2003,no
capacity,manipulation,2003,no
capacity,robotic,2003,no
band,cross,2003,no
diagnostic,fusion,2003,no
operable,operate,2003,no
safety,volume,2003,no
character_string,image_processing,2003,no
linear,predictor,2003,no
accuracy,specific,2003,no
scoring,statement,2003,no
acquisition,vessel,2003,no
objective_function,optimal,2003,no
gain,head,2003,no
hierarchical,partition,2003,no
alternative,embodiment_invention,2003,no
automaton,topology,2003,no
control_system,inter,2003,no
different,end,2003,no
maneuver,route,2003,no
ann,influence,2003,no
compression,principal,2003,no
composition,liquid,2003,no
report,tumor,2003,no
processing_device,schedule,2003,no
adapt,environmental,2003,no
play,select,2003,no
flexible,head,2003,no
codebook,string,2003,no
end,size,2003,no
discharge,film,2003,no
bias,head,2003,no
contact,warning,2003,no
door,stock,2003,no
constraint,inter,2003,no
demand,price,2003,no
approach,imaging,2003,no
prompt,speak,2003,no
estimation,pre,2003,no
generating,time_series,2003,no
coordinate,leg,2003,no
capacity,raw,2003,no
raw,stock,2003,no
curve,tube,2003,no
method_system,multidimensional,2003,no
multidimensional,visualization,2003,no
presentation,recognition_result,2003,no
organism,quantitative,2003,no
baseline,evaluation,2003,no
outcome,processing_device,2003,no
outcome,television,2003,no
bus,single,2003,no
bus,wire,2003,no
alignment,contact,2003,no
alignment,torque,2003,no
contact,tire,2003,no
tire,torque,2003,no
activation,composition,2003,no
composition,single,2003,no
barrier,wave,2003,no
assistant,computing,2003,no
couple,visual,2003,no
register,shift,2003,no
optimize,result,2003,no
common,indication,2003,no
enterprise,indication,2003,no
combustion,neuronal,2003,no
exhaust,neuronal,2003,no
independent,original,2003,no
battery,decide,2003,no
capacity,decide,2003,no
organization,translate,2003,no
control_system,robotic,2003,no
information_processing,robotic,2003,no
interval,specify,2003,no
cost,supply,2003,no
gaussian,presence,2003,no
desire,pedal,2003,no
create,identity,2003,no
objective_function,optimize,2003,no
semiconductor,wafer,2003,no
hierarchy,visualization,2003,no
nucleic_acid,tumor,2003,no
evolve,population,2003,no
battery,estimation,2003,no
capacity,estimation,2003,no
degree,rotate,2003,no
corpus,training_datum,2003,no
broadcast,fragment,2003,no
automaton,good,2003,no
management_system,relational,2003,no
constraint,gaussian,2003,no
autonomous,operate,2003,no
mechanism,rolling,2003,no
supply,vector_machine,2003,no
alternative,intermediate,2003,no
orientation,scale,2003,no
analyte,microprocessor,2003,no
architecture,repository,2003,no
computer_program,nucleic_acid,2003,no
acquisition,calculator,2003,no
article,registration,2003,no
interval,temporal,2003,no
pause,speak,2003,no
information_processing,inter,2003,no
iris,mouse,2003,no
asset,management_system,2003,no
manage,portfolio,2003,no
manage,workflow,2003,no
manage,serial,2003,no
bank,difference,2003,no
icon,status,2003,no
cause,management_system,2003,no
external,hardware,2003,no
gui,integrate,2003,no
gui,select,2003,no
alarm,stimulation,2003,no
compress,utilize,2003,no
activate,strength,2003,no
acceleration,floor,2003,no
alignment,neural,2003,no
global,page,2003,no
card,electronic_device,2003,no
classify,support_vector,2003,no
optimize,schedule,2003,no
boundary,trajectory,2003,no
different,image_processing,2003,no
acquisition,scanner,2003,no
procedure,student,2003,no
clustering,hierarchical,2003,no
alternative,express,2003,no
express,presence,2003,no
analyze,method_system,2003,no
constraint,facility,2003,no
occupant,single,2003,no
phonetic,representative,2003,no
principal,visualization,2003,no
dimension,semiconductor,2003,no
headset,volume,2003,no
evaluate,generation,2003,no
miner,time_series,2003,no
imaging,magnetic_resonance,2003,no
repository,watermark,2003,no
parse,training_datum,2003,no
structured,training_datum,2003,no
keyboard,synthesis,2003,no
optimal,start,2003,no
multiple,vector_machine,2003,no
cross,indicative,2003,no
environmental,mechanism,2003,no
ensemble,svm,2003,no
ensemble,train,2003,no
density,synchronous,2003,no
processing_device,registration,2003,no
example,force,2003,no
longitudinal,ratio,2003,no
anatomical,radiation,2003,no
pedal,potential,2003,no
optimisation,population,2003,no
impact,zone,2003,no
acquire,subsystem,2003,no
electronic_device,processing_unit,2003,no
curve,etch,2003,no
broadcast,web_page,2003,no
common,enable,2003,no
adapt,preferably,2003,no
spot,transducer,2003,no
occupant,sensor,2003,no
dictionary,word,2003,no
structure,tree,2003,no
brake,speed,2003,no
movement,surface,2003,no
attribute,order,2003,no
movement,software,2003,no
speed,tire,2003,no
set,value,2003,no
codebook,vector,2003,no
behavior,robot,2003,no
biometric,measure,2003,no
mixed,source,2003,no
block,compression,2003,no
guidance,navigation,2003,no
cellular,telephone,2003,no
computational,identification,2003,no
factor,learn,2003,no
pulse,wavelength,2003,no
path,route,2003,no
event,schedule,2003,no
identify,order,2003,no
phoneme,phonetic,2003,no
caller,party,2003,no
identity,region,2003,no
biological,complex,2003,no
fuzzy_logic,mobile,2003,no
head,read,2003,no
fuzzy_logic,road,2003,no
storage,store,2003,no
aircraft,approach,2003,no
bus,local,2003,no
aircraft,landing,2003,no
measurement,tire,2003,no
answer,caller,2003,no
classifier,performance,2003,no
hardware,program,2003,no
distribute,topology,2003,no
management,station,2003,no
population,sub,2003,no
item,list,2003,no
matrix,similarity,2003,no
coefficient,noise,2003,no
element,fuzzy_logic,2003,no
client,multimedia,2003,no
camera,color,2003,no
current,fault,2003,no
molecule,property,2003,no
determination,mining,2003,no
design,topology,2003,no
delivery,request,2003,no
motor,voltage,2003,no
history,profile,2003,no
host,range,2003,no
dictionary,natural_language,2003,no
list,vocabulary,2003,no
box,video,2003,no
ann,person,2003,no
request,underwriting,2003,no
block,bus,2003,no
dialogue,multi,2003,no
rate,ratio,2003,no
combine,probability,2003,no
detector,light,2003,no
bit,recording,2003,no
presentation,semantic,2003,no
plural,report,2003,no
continuous,training_datum,2003,no
split,training_datum,2003,no
allocation,landing,2003,no
instance,landing,2003,no
range,throttle,2003,no
pronunciation,row,2003,no
ip,management_system,2003,no
acc,alert,2003,no
alert,setting,2003,no
embodiment_invention,integrate,2003,no
piece,watermark,2003,no
compress,compression,2003,no
compress,optimal,2003,no
brain,histogram,2003,no
carrier,guide,2003,no
diagnostic,dispatch,2003,no
diagnostic,engineer,2003,no
diagnostic,repair,2003,no
multidimensional,presence,2003,no
amino,nucleic_acid,2003,no
expect,range,2003,no
acquisition,create,2003,no
heart,separate,2003,no
optimal,size,2003,no
bus,converter,2003,no
alert,logic,2003,no
accuracy,comparison,2003,no
degree,evaluate,2003,no
degree,skin,2003,no
linear,utilize,2003,no
analyze,capture,2003,no
analyze,interaction,2003,no
binary,classify,2003,no
medical_image,protocol,2003,no
compensation,head,2003,no
compensation,wave,2003,no
live,training_datum,2003,no
construct,singular,2003,no
station,ultrasound,2003,no
compression,token,2003,no
chemical,mechanical,2003,no
job,management_system,2003,no
lung,report,2003,no
ann,production,2003,no
induction,training_datum,2003,no
new,unknown,2003,no
light_source,radiation,2003,no
evolve,solution,2003,no
eye,heat,2003,no
manufacturing,solution,2003,no
artificial,projection,2003,no
mechanical,volume,2003,no
acceleration,torque,2003,no
cycle,destination,2003,no
drug,mixture,2003,no
real_time,session,2003,no
report,statistic,2003,no
script,visual,2003,no
peak,threshold,2003,no
transducer,ultrasonic,2003,no
construct,construction,2003,no
diagnosis,maintenance,2003,no
management_system,prepare,2003,no
shift,volume,2003,no
marker,useful,2003,no
capture,pilot,2003,no
enterprise,objective,2003,no
multiple,objective,2003,no
case,drug,2003,no
ip,web_page,2003,no
conversation,transcription,2003,no
collaborative,primary,2003,no
random,register,2003,no
neural,utilize,2003,no
base,engineering,2003,no
removal,update,2003,no
remove,update,2003,no
fail,range,2003,no
acquire,specify,2003,no
marker,ultrasound,2003,no
basis,projection,2003,no
compound,density,2003,no
synthetic,visual,2003,no
hold,plane,2003,no
format,television,2003,no
interval,row,2003,no
estimation,head,2003,no
repair,report,2003,no
edge,soft,2003,no
composition,heat,2003,no
intermediate,select,2003,no
feedback,speak,2003,no
global,speak,2003,no
abnormality,zone,2003,no
lung,zone,2003,no
check,treatment,2003,no
chip,expect,2003,no
boundary,layout,2003,no
headset,station,2003,no
capability,solution,2003,no
couple,solution,2003,no
density,microarray,2003,no
comparison,serial,2003,no
combination,linear,2003,no
dimension,tap,2003,no
food,zone,2003,no
external,identity,2003,no
gain,print,2003,no
clinical,treatment,2003,no
activate,security,2003,no
article,graphic,2003,no
diagnostic,manipulation,2003,no
diagnostic,synchronous,2003,no
manipulation,select,2003,no
select,synchronous,2003,no
compression,size,2003,no
control_system,estimator,2003,no
control_system,spatial,2003,no
bus,company,2003,no
pre,svm,2003,no
influence,partial,2003,no
projection,variance,2003,no
evaluation,real,2003,no
match,vertical,2003,no
adjust,criterion,2003,no
dimension,multidimensional,2003,no
comparison,hearing,2003,no
clinical,drug,2003,no
graphic,identity,2003,no
boundary,parallel,2003,no
destination,origin,2003,no
magnetic,strength,2003,no
potential,therapeutic,2003,no
bias,guidance,2003,no
keyboard,wave,2003,no
anatomical,station,2003,no
fusion,indicator,2003,no
density,random,2003,no
constraint,global,2003,no
monitor,repository,2003,no
distortion,recognizer,2003,no
character_string,translate,2003,no
image_processing,translate,2003,no
cache,update,2003,no
broadcast,statistical,2003,no
vessel,wave,2003,no
definition,instance,2003,no
instal,tire,2003,no
control_system,deviation,2003,no
activation,computing,2003,no
computing,universal,2003,no
influence,travel,2003,no
storage_medium,volume,2003,no
select,statistic,2003,no
computer_program,primary,2003,no
delivery,guidance,2003,no
antenna,beam,2003,no
report,therapeutic,2003,no
health,organization,2003,no
synthesize,unknown,2003,no
eye,wavelength,2003,no
criterion,structured,2003,no
functional,safety,2003,no
longitudinal,neuronal,2003,no
network_model,neuronal,2003,no
blood,white,2003,no
company,stock,2003,no
band,generator,2003,no
degree,movable,2003,no
schedule,stock,2003,no
estimator,wafer,2003,no
fat,store,2003,no
face_recognition,iris,2003,no
iris,photograph,2003,no
care,diagnosis,2003,no
feedback,recognizer,2003,no
organization,provider,2003,no
interactive,modal,2003,no
express,semantic,2003,no
capacity,chain,2003,no
chain,stock,2003,no
method_system,plane,2003,no
plane,visualization,2003,no
provider,receiver,2003,no
good,price,2003,no
associate,queue,2003,no
token,translate,2003,no
opening,substrate,2003,no
button,selection,2003,no
baseline,threshold,2003,no
embodiment_invention,potential,2003,no
iris,plural,2003,no
door,specific,2003,no
nucleic_acid,resistance,2003,no
automatic,reading,2003,no
layout,semantic,2003,no
care,provider,2003,no
gesture,instance,2003,no
different,internet,2003,no
activate,translate,2003,no
physical,produce,2003,no
constraint,diagnose,2003,no
diagnose,transfer,2003,no
processing_unit,thermal,2003,no
adaptation,correct,2003,no
correct,decide,2003,no
graphic,option,2003,no
battery,residual,2003,no
capacity,residual,2003,no
evaluation,intermediate,2003,no
interval,mathematical,2003,no
child,compress,2003,no
decide,interactive,2003,no
browser,script,2003,no
help,phone,2003,no
desire,determination,2003,no
diagnose,presence,2003,no
destination,elevator,2003,no
library,method,2003,no
alert,operational,2003,no
hierarchy,topic,2003,no
film,ratio,2003,no
generation,procedure,2003,no
functional,technical,2003,no
association,tumor,2003,no
express,nucleic_acid,2003,no
global,transfer,2003,no
master,monitor,2003,no
calculation,radiation,2003,no
acquire,broadcast,2003,no
maintenance,operate,2003,no
eye,tracking,2003,no
intensity,radiation,2003,no
audio_signal,modulation,2003,no
desire,modulation,2003,no
compound,synthesis,2003,no
chip,optimisation,2003,no
training_set,unknown,2003,no
single,transducer,2003,no
activate,contact,2003,no
kind,store,2003,no
experiment,nucleic_acid,2003,no
nucleic_acid,specie,2003,no
article,master,2003,no
asset,manage,2003,no
histogram,white,2003,no
bus,principal,2003,no
likelihood,normalization,2003,no
cause,manage,2003,no
fragment,microarray,2003,no
encoder,integrate,2003,no
integrate,single,2003,no
connect,station,2003,no
adapt,adaptation,2003,no
guidance,trajectory,2003,no
automaton,interaction,2003,no
film,interaction,2003,no
distortion,pre,2003,no
rotation,travel,2003,no
collection,constraint,2003,no
imaging,scanner,2003,no
finger,member,2003,no
raw,time_series,2003,no
temporal,time_series,2003,no
coordinate,maneuver,2003,no
package,substrate,2003,no
participant,reaction,2003,no
keyboard,phonetic,2003,no
destination,maneuver,2003,no
computing,longitudinal,2003,no
air,building,2003,no
air,pilot,2003,no
inter,mechanism,2003,no
orientation,window,2003,no
concept,logical,2003,no
battery,industrial,2003,no
bus,industrial,2003,no
manage,production,2003,no
production,supply,2003,no
information_processing,registration,2003,no
sign,specific,2003,no
solution,tube,2003,no
protocol,session,2003,no
adapt,example,2003,no
correct,example,2003,no
professional,station,2003,no
optimisation,solution,2003,no
air,start,2003,no
fuel,start,2003,no
ratio,start,2003,no
predetermine,zone,2003,no
keyboard,processing_unit,2003,no
curve,endpoint,2003,no
estimator,recognizer,2003,no
normalization,update,2003,no
buffer,criterion,2003,no
distance,vehicle,2003,no
audio,segment,2003,no
cluster,history,2003,no
communication,radio,2003,no
control_unit,remote,2003,no
baseline,process,2003,no
block,memory,2003,no
electrical,test,2003,no
manufacturing,product,2003,no
contact,fingerprint,2003,no
partition,point,2003,no
hierarchical,structure,2003,no
identify,stream,2003,no
event,hypothesis,2003,no
cancer,type,2003,no
channel,perform,2003,no
background,template,2003,no
consumer,product,2003,no
assist,position,2003,no
current,estimation,2003,no
insurance,request,2003,no
field,molecular,2003,no
update,weight,2003,no
mode,operating,2003,no
appliance,motion,2003,no
electrical,transducer,2003,no
graphical,portion,2003,no
risk,score,2003,no
class,tap,2003,no
codebook,probability,2003,no
point,start,2003,no
lane,traffic,2003,no
control,remote,2003,no
application,server,2003,no
automaton,state,2003,no
half,test,2003,no
learning,rate,2003,no
access,content,2003,no
pixel,region,2003,no
area,recording,2003,no
adherence,guideline,2004,no
acid,amino,2004,no
coolant,heating,2004,no
nozzle,relay,2004,no
coolant,wire,2004,no
ai,cctv,2004,no
support_vector,vector_machine,2004,no
nozzle,pneumatic,2004,no
pneumatic,relay,2004,no
adherence,clinical,2004,no
clinical,guideline,2004,no
beauty,cabinet,2004,no
cabinet,culture,2004,no
heating,wire,2004,no
beauty,ultrasonic,2004,no
ai,net,2004,no
cctv,net,2004,no
lung,specimen,2004,no
fuel,injection,2004,no
accelerator,pedal,2004,no
coolant,material,2004,no
ligand,receptor,2004,no
beauty,culture,2004,no
assist,parking,2004,no
heating,material,2004,no
column,row,2004,no
steering,wheel,2004,no
cleaning,wall,2004,no
material,wire,2004,no
aid,hearing,2004,no
cabinet,ultrasonic,2004,no
cancer,lung,2004,no
cancer,specimen,2004,no
backup,primary,2004,no
hidden,markov,2004,no
print,printer,2004,no
ultrasound,volume,2004,no
temperature,wire,2004,no
coolant,electrical,2004,no
decode,stack,2004,no
helicopter,unmanned,2004,no
ai,terror,2004,no
cctv,terror,2004,no
membrane,nozzle,2004,no
membrane,relay,2004,no
payment,secure,2004,no
adherence,patient,2004,no
guideline,patient,2004,no
observed,production,2004,no
mail,spam,2004,no
biomarker,cancer,2004,no
cruise,throttle,2004,no
laser,radar,2004,no
free,hand,2004,no
electrical,heating,2004,no
encode,encoding,2004,no
nonlinear,regression,2004,no
membrane,pneumatic,2004,no
convert,patent,2004,no
amino,nucleotide,2004,no
accelerator,throttle,2004,no
angle,steering,2004,no
deviation,lane,2004,no
game,player,2004,no
occupant,seat,2004,no
work,working,2004,no
culture,ultrasonic,2004,no
recording_medium,write,2004,no
electrical,wire,2004,no
nucleic_acid,probe,2004,no
brake,braking,2004,no
instrument,ultrasound,2004,no
semiconductor,wafer,2004,no
glass,save,2004,no
distortion,support_vector,2004,no
hold,stock,2004,no
acid,nucleotide,2004,no
alert,configure,2004,no
roll,shift,2004,no
pedal,throttle,2004,no
collision,radar,2004,no
analyze,method_system,2004,no
hot,refrigerant,2004,no
autonomous,helicopter,2004,no
autonomous,small,2004,no
helicopter,small,2004,no
substrate,transparent,2004,no
industrial,method,2004,no
clock,delay,2004,no
clinical,patient,2004,no
edge,stereo,2004,no
chamber,laser,2004,no
hierarchical,markov,2004,no
objective_function,panel,2004,no
electrical,material,2004,no
recording_medium,replacement,2004,no
electromagnetic,radiation,2004,no
chamber,nozzle,2004,no
chamber,relay,2004,no
combustion,injection,2004,no
intensity,therapy,2004,no
therapy,treatment,2004,no
film,thin,2004,no
precede,radar,2004,no
industrial,interest,2004,no
modal,multi,2004,no
grid,partition,2004,no
fluid,ultrasound,2004,no
cleaner,robot,2004,no
area,write,2004,no
authentication,biometric,2004,no
defect,temporary,2004,no
dialog,manager,2004,no
antibody,composition,2004,no
appliance,home,2004,no
chromosome,genetic_algorithm,2004,no
assistance,directory,2004,no
ratio,stock,2004,no
chamber,pneumatic,2004,no
combustion,internal,2004,no
blood,invasive,2004,no
blind,spot,2004,no
information_processing,processing_device,2004,no
likelihood,maximum,2004,no
inference,radar,2004,no
industrial,polypeptide,2004,no
broadcast,corpus,2004,no
gps,navigation,2004,no
defective,recording_medium,2004,no
acceleration,limit,2004,no
chamber,pulse,2004,no
heart,rate,2004,no
refrigerant,wire,2004,no
area,disc,2004,no
antibody,cancer,2004,no
assistance,caller,2004,no
auto,cruise,2004,no
brain,wave,2004,no
defective,replacement,2004,no
floor,main_body,2004,no
ion,receptor,2004,no
induce,pilot,2004,no
korean,morpheme,2004,no
accelerator,cruise,2004,no
description,minute,2004,no
gas,terror,2004,no
identifier,unique,2004,no
low,resolution,2004,no
autonomous,unmanned,2004,no
small,unmanned,2004,no
computational,skin,2004,no
interest,method,2004,no
hidden,observation,2004,no
hypothesis,stack,2004,no
net,neural,2004,no
disc,optical,2004,no
disc,temporary,2004,no
driver,motor_vehicle,2004,no
test,testing,2004,no
aircraft,pilot,2004,no
clean,cleaner,2004,no
blood,spectral,2004,no
algorithm,stack,2004,no
decode,hypothesis,2004,no
media,medium,2004,no
marker,panel,2004,no
hot,wire,2004,no
composition,polypeptide,2004,no
acceptance,threshold,2004,no
clean,cleaning,2004,no
optimize,phone,2004,no
hold,ratio,2004,no
linear,raw,2004,no
collision,warning,2004,no
description,respective,2004,no
primary,secondary,2004,no
intensity,light_source,2004,no
approach,trajectory,2004,no
particle,sort,2004,no
chemical,substance,2004,no
cruise,pedal,2004,no
collision,inference,2004,no
fuzzy_logic,radar,2004,no
axis,rotation,2004,no
outcome,treatment,2004,no
method,polypeptide,2004,no
production,reservoir,2004,no
matrix,multiplication,2004,no
antenna,array,2004,no
authentication,personal,2004,no
main,problem,2004,no
laser,pulse,2004,no
natural_language,understanding,2004,no
algorithm,decode,2004,no
defect,management,2004,no
expression,gene,2004,no
digit,number,2004,no
coolant,temperature,2004,no
caller,directory,2004,no
brake,pedal,2004,no
chamber,gas,2004,no
organize,self,2004,no
acceleration,angular,2004,no
operational,protocol,2004,no
intermediate,transfer,2004,no
annotation,ink,2004,no
actuator,attitude,2004,no
limit,maximum,2004,no
net,terror,2004,no
interest,polypeptide,2004,no
defect,recording_medium,2004,no
cleaner,cleaning,2004,no
instrument,volume,2004,no
fuel_cell,voltage,2004,no
current,voltage,2004,no
fluid,volume,2004,no
optimization,solution,2004,no
phoneme,series,2004,no
marker,objective_function,2004,no
grid,sub,2004,no
accuracy,case,2004,no
background,stationary,2004,no
read,reading,2004,no
main_body,rotation,2004,no
envelope,flight,2004,no
chinese,stroke,2004,no
metric,regression,2004,no
animal,human,2004,no
automation,security,2004,no
chemical,manufacturing,2004,no
inventory,report,2004,no
collision,fuzzy_logic,2004,no
collision,laser,2004,no
health,relate,2004,no
asset,report,2004,no
deviation,prevention,2004,no
assign,genetic,2004,no
instrument,panel,2004,no
angle,wheel,2004,no
heating,temperature,2004,no
decision_tree,question,2004,no
diagnosis,medical,2004,no
distribution,gaussian,2004,no
electronic,ink,2004,no
refrigerant,temperature,2004,no
disc,write,2004,no
class,classifier,2004,no
limit,speed,2004,no
site,web,2004,no
play,player,2004,no
edge,gradient,2004,no
density,read,2004,no
film,fuzzy_logic,2004,no
metric,nonlinear,2004,no
board,bus,2004,no
fragment,molecule,2004,no
determination,similarity,2004,no
parent,population,2004,no
instruction,operable,2004,no
refrigerant,water,2004,no
form,spatial,2004,no
beauty,skin,2004,no
cellular,population,2004,no
method,protein,2004,no
log,transaction,2004,no
fluid,instrument,2004,no
objective_function,optimization,2004,no
caller,operator,2004,no
hierarchical,statistical,2004,no
grammar,phrase,2004,no
alarm,lane,2004,no
host,lane,2004,no
management,recording_medium,2004,no
motor_vehicle,speed,2004,no
markov,statistical,2004,no
hot,temperature,2004,no
physical,zone,2004,no
fitness,population,2004,no
formation,log,2004,no
gas,laser,2004,no
density,high,2004,no
provider,transaction,2004,no
disk,reproduction,2004,no
fitness,genetic_algorithm,2004,no
emergency,transport,2004,no
invasive,spectral,2004,no
molecular,molecule,2004,no
compound,modulate,2004,no
chinese,phonetic,2004,no
calculation,input_datum,2004,no
fuzzy_logic,inference,2004,no
inference,laser,2004,no
door,instal,2004,no
adapt,self,2004,no
identity,verification,2004,no
payment,transaction,2004,no
definition,temporary,2004,no
preference,recommendation,2004,no
action,internal,2004,no
composition,industrial,2004,no
question,recommendation,2004,no
prototype,remove,2004,no
enhancement,stationary,2004,no
audible,gateway,2004,no
offer,provision,2004,no
relation,stock,2004,no
amplifier,differential,2004,no
invasive,scatter,2004,no
acceptance,normalize,2004,no
interpolation,observed,2004,no
diverse,trend,2004,no
displacement,lateral,2004,no
convert,printer,2004,no
external,slot,2004,no
ear,reproduce,2004,no
emit,transistor,2004,no
amplifier,gain,2004,no
amplifier,converter,2004,no
good,seismic,2004,no
cylinder,housing,2004,no
collect,experience,2004,no
interconnect,trigger,2004,no
constituent,invasive,2004,no
thin,transparent,2004,no
system_method,unique,2004,no
intake,manifold,2004,no
covariance,residual,2004,no
amplifier,distortion,2004,no
association,covariance,2004,no
association,discover,2004,no
covariance,discover,2004,no
examination,inspection,2004,no
acceptance,therapy,2004,no
implement,threat,2004,no
child,teach,2004,no
correlate,specimen,2004,no
browser,example,2004,no
fly,induce,2004,no
optimize,reservoir,2004,no
contact,force,2004,no
fill,implement,2004,no
passage,transcript,2004,no
marketing,offer,2004,no
force,roll,2004,no
artificial_intelligence,experience,2004,no
surveillance,trigger,2004,no
cardiac,trigger,2004,no
remove,television,2004,no
auto,displacement,2004,no
converter,optimize,2004,no
korean,statistic,2004,no
system_method,trend,2004,no
reservoir,seismic,2004,no
reasoning,relation,2004,no
clock,induce,2004,no
audible,permit,2004,no
couple,temporal,2004,no
arm,bin,2004,no
mechanical,observed,2004,no
random,stock,2004,no
consumer,sink,2004,no
enhancement,weather,2004,no
fact,passage,2004,no
drilling,way,2004,no
satellite,setpoint,2004,no
bin,reservoir,2004,no
child,play,2004,no
abnormal,probabilistic,2004,no
marketing,option,2004,no
browser,gateway,2004,no
inputte,lip,2004,no
hybrid,satellite,2004,no
alternate,transcript,2004,no
project,stereo,2004,no
couple,verbal,2004,no
television,way,2004,no
approximation,observed,2004,no
consumer,payment,2004,no
consumer,secure,2004,no
ion,ligand,2004,no
implement,improvement,2004,no
presentation,web_page,2004,no
english,short,2004,no
