source,target,year
dimensional,recognize,1991
graphic,station,1991
graphic,sheet,1991
coefficient,detect,1991
angle,guidance,1991
angle,wire,1991
index,state,1991
code,product,1991
guide,mode,1991
mode,record,1991
motor,operating,1991
motor,valve,1991
operating,time,1991
time,valve,1991
light,write,1991
step,waveform,1991
elevator,time,1991
data,reasoning,1991
signal,speech,1991
neural_network,recognition,1991
arithmetic,cluster,1991
network,waveform,1991
arithmetic,matrix,1991
input,second,1991
device,storage,1991
device,measure,1991
sound,vector,1991
bus,unit,1991
element,processing,1991
learn,pattern,1991
position,vehicle,1991
circuit,neuron,1991
element,neuron,1991
candidate,process,1991
display,item,1991
power,speech,1991
computer,function,1991
matrix,optical,1991
channel,speech,1991
character,write,1991
object,wave,1991
focus,information,1991
execution,inference,1991
sequence,vector,1991
base,mechanism,1991
path,steering,1991
sound,vowel,1991
encode,symbol,1991
address,instruction,1991
bus,controller,1991
event,update,1991
abnormality,characteristic,1991
abnormality,quantity,1991
array,light,1991
execution,plant,1991
plant,record,1991
category,discrimination,1991
category,similarity,1991
correlation,internal,1991
production,time,1991
input_datum,module,1991
command,segment,1991
beam,pixel,1991
beam,machine,1991
air,rate,1991
operational,threshold,1991
air,beam,1991
frequency,linear,1991
graphic,reference,1991
elevator,evaluation,1991
code,transmission,1991
characteristic,driver,1991
partial,second,1991
time,variable,1991
characteristic,operational,1991
diagnostic,item,1991
response,waveform,1991
program,variable,1991
decrease,speed,1991
address,multipli,1991
multipli,second,1991
class,production,1991
channel,power,1991
characteristic,control_system,1991
measure,template,1991
evaluation,external,1991
internal,standard,1991
final,gain,1991
light,portion,1991
portion,threshold,1991
evaluation,represent,1991
evaluation,image_processing,1991
characteristic,data,1991
remote,standard,1991
bus,charge,1991
focus,mode,1991
fuel,speed,1991
correlation,hand,1991
level,module,1991
engine,execution,1991
execution,expert,1991
distribution,speed,1991
pixel,shift,1991
classification,location,1991
controller,program,1991
bus,internal,1991
correlation,direction,1991
action,evaluation,1991
band,frequency,1991
coefficient,diagnostic,1991
search,tree,1991
path,search,1991
air,measure,1991
binary,symbol,1991
evaluation,fuzzy_logic,1991
evaluation,operating,1991
order,speed,1991
detection,fault,1991
module,sample,1991
automatic,speed,1991
execution,learning,1991
calculate,sound,1991
operational,quantity,1991
expert,work,1991
base,execution,1991
partial,waveform,1991
angle,track,1991
mode,plurality,1991
correlation,reference,1991
detect,recognize,1991
detect,frequency,1991
bus,digital,1991
path,terminal,1991
board,motor,1991
focus,light,1991
light,processing_apparatus,1991
action,gain,1991
pressure,sound,1991
sound,wave,1991
record,symbol,1991
classification,segmentation,1991
address,data,1991
coefficient,template,1991
event,wave,1991
file,program,1991
input,neuron,1991
neuron,training,1991
model,system,1991
control,fuzzy_logic,1991
control,control_system,1991
drive,mean,1991
aircraft,position,1991
speaker,vector,1991
output,target,1991
course,vehicle,1991
obstacle,vehicle,1991
control,parameter,1991
operation,unit,1991
control,date,1991
character,hand,1991
gain,parameter,1991
block,electronic,1991
block,search,1991
event,execute,1991
base,data,1991
base,guidance,1991
gain,level,1991
action,expert,1991
expert,user,1991
nonlinear,phoneme,1991
frequency,utterance,1991
frequency,language,1991
abnormality,plant,1991
operator,plant,1991
plant,user,1991
switch,threshold,1991
address,switch,1991
electrode,plant,1991
plant,water,1991
change,pct,1991
item,module,1991
evaluation,nonlinear,1991
record,sequence,1991
band,gain,1991
arithmetic,row,1991
arithmetic,update,1991
monitor,state,1991
arithmetic,terminal,1991
power,segment,1991
coupling,text,1991
characteristic,controller,1991
characteristic,variable,1991
execute,path,1991
base,natural_language,1991
language,program,1991
symbol,table,1991
length,text,1991
evaluation,internal,1991
evaluation,reference,1991
evaluation,method,1991
characteristic,input_datum,1991
rate,time,1991
pct,training,1991
level,second,1991
segment,utterance,1991
binary,sensor,1991
motion,sensor,1991
block,multiplication,1991
performance,standard,1991
expert,independent,1991
control_system,engine,1991
probability,weight,1991
frequency,power,1991
hand,state,1991
linear,threshold,1991
base,focus,1991
analysis,text,1991
fault,hypothesis,1991
direction,quantity,1991
array,error,1991
partial,symbol,1991
abnormality,base,1991
abnormality,expert,1991
engine,operating,1991
base,execute,1991
address,membership,1991
membership,second,1991
roll,state,1991
drive,mode,1991
block,calculate,1991
diagnostic,module,1991
expert,sheet,1991
pair,sequence,1991
membership,quantity,1991
learning,plurality,1991
fuel,pct,1991
calculate,degree,1991
degree,product,1991
pixel,recognize,1991
arithmetic,change,1991
change,weight,1991
fault,instruction,1991
second,stage,1991
operating,speed,1991
error,focus,1991
error,processing_apparatus,1991
correction,error,1991
correction,learning,1991
mode,sample,1991
conclusion,tree,1991
analysis,classification,1991
coefficient,correlation,1991
time,travel,1991
processing,step,1991
obstacle,sensor,1991
date,document,1991
machine,reasoning,1991
event,hypothesis,1991
hypothesis,rule,1991
operational,rule,1991
display,tree,1991
classification,speech,1991
character,measure,1991
node,recognition,1991
document,section,1991
item,value,1991
fuzzy,storage,1991
sort,word,1991
display,symbol,1991
control,mean,1991
control,information,1991
function,membership,1992
injection,mold,1992
date,pct,1992
column,row,1992
customer,equipment,1992
modulation,wavelength,1992
problem,solve,1992
net,neural,1992
beam,laser,1992
computation,feedback,1992
charge,transfer,1992
density,toner,1992
linear,non,1992
input_datum,teacher,1992
car,elevator,1992
motor,speed,1992
conclusion,phenomenon,1992
plural,ring,1992
clock,decode,1992
article,cloth,1992
constant,coupling,1992
transistor,voltage,1992
apparatus,registration,1992
fundamental,music,1992
composite,teacher,1992
gradient,membership,1992
angle,steering,1992
hmm,probability,1992
charge,line,1992
audio,recording,1992
strength,wavelength,1992
image_processing,radiation,1992
disc,optical,1992
audio,record,1992
collate,input_datum,1992
product,sum,1992
coordinate,label,1992
ultrasonic,wave,1992
loop,terminal,1992
obstacle,road,1992
print,rotary,1992
gradient,medium,1992
modulation,strength,1992
composite,input_datum,1992
digital,feedback,1992
magnetic,recording,1992
collate,update,1992
detection,syllable,1992
hmm,label,1992
gate,transistor,1992
communication,transmission,1992
modulation,spatial,1992
exposure,print,1992
function,gradient,1992
coefficient,coupling,1992
register,update,1992
computation,digital,1992
line,transfer,1992
condition,machining,1992
class,feature_vector,1992
furnace,gas,1992
correlation,ratio,1992
density,hmm,1992
correct,machining,1992
steering,wheel,1992
current,location,1992
defect,waveform,1992
input_datum,update,1992
partial,set,1992
light,modulation,1992
band,frequency,1992
audio,video,1992
actuator,position,1992
contradiction,correction,1992
hmm,sequence,1992
article,design,1992
cloth,design,1992
center,pixel,1992
datum,input_datum,1992
noise,voice,1992
expert,system,1992
frequency,fundamental,1992
driver,vehicle,1992
learn,set,1992
fuzzy,membership,1992
record,recording,1992
correction,logic,1992
detect,edge,1992
abnormality,event,1992
density,probability,1992
pressure,wave,1992
event,identify,1992
edge,position,1992
classification,exposure,1992
machine,mold,1992
intermediate,layer,1992
neuro,weight,1992
electrode,gate,1992
diagnosis,diagnostic,1992
bit,instruction,1992
array,wavelength,1992
antecedent,processing,1992
exposure,quantity,1992
inference,rule,1992
intermediate,unit,1992
collate,speaker,1992
class,classification,1992
recognition,word,1992
location,number,1992
base,question,1992
motor,position,1992
amplitude,noise,1992
angle,wheel,1992
charge,intermediate,1992
design,file,1992
classification,print,1992
antecedent,membership,1992
degree,similarity,1992
antecedent,rule,1992
light,wavelength,1992
speech,word,1992
learn,learning,1992
inference,mechanism,1992
estimate,target,1992
characteristic,control_system,1992
input_datum,mode,1992
charge,node,1992
feature_vector,time_series,1992
interconnection,optical,1992
record,track,1992
classification,template,1992
print,quantity,1992
disc,recording,1992
constraint,solve,1992
article,work,1992
threshold,transistor,1992
plural,wiring,1992
ring,wiring,1992
projection,variation,1992
contradiction,inspection,1992
column,multiplication,1992
projection,radiation,1992
perform,transformation,1992
port,variation,1992
mobile,synthesis,1992
artificial,wiring,1992
environment,mobile,1992
amplifier,artificial,1992
clock,synthesis,1992
altitude,rate,1992
analyzer,gas,1992
registration,threshold,1992
add,decode,1992
add,multiplication,1992
decode,multiplication,1992
amplifier,delay,1992
add,delay,1992
add,weighting,1992
delay,weighting,1992
add,vocabulary,1992
delay,recording,1992
offset,rotary,1992
basic,vocabulary,1992
factor,port,1992
factor,strength,1992
port,strength,1992
train,transistor,1992
basic,length,1992
basic,train,1992
length,train,1992
environment,indoor,1992
difference,offset,1992
mobile,obstacle,1992
analyzer,band,1992
obstacle,solve,1992
question,statement,1992
base,knowledge,1992
element,wavelength,1992
fuzzy,reasoning,1992
beam,light,1992
circuit,synapse,1992
laser,optical,1992
array,dimensional,1992
distribution,furnace,1992
matrix,multiplication,1992
antecedent,variable,1992
address,code,1992
column,matrix,1992
air,ratio,1992
candidate,language,1992
degree,portion,1992
temperature,water,1992
injection,machine,1992
element,modulation,1992
neuro,unit,1992
datum,teacher,1992
input_datum,neural_network,1992
interconnection,processor,1992
probability,speaker,1992
similarity,standard,1992
classification,teacher,1992
calculation,plural,1992
aircraft,altitude,1992
form,variable,1992
level,microphone,1992
base,failure,1992
event,plant,1992
degree,event,1992
delay,elevator,1992
drive,wheel,1992
synaptic,threshold,1992
synaptic,transistor,1992
threshold,voltage,1992
gas,valve,1992
acceleration,actuator,1992
decision,perform,1992
correlation,dimension,1992
question,status,1992
composite,work,1992
amplitude,segment,1992
pitch,voice_recognition,1992
pair,wheel,1992
row,ultrasonic,1992
abnormality,rotary,1992
compressor,rotary,1992
execution,train,1992
feedback,ring,1992
artificial,net,1992
net,wiring,1992
center,column,1992
abnormality,quality,1992
amplitude,spectrum,1992
clock,pulse,1992
pulse,synthesis,1992
indoor,status,1992
indoor,valve,1992
elevator,phenomenon,1992
label,series,1992
guide,ultrasonic,1992
pulse,series,1992
edge,inspection,1992
charge,spatial,1992
amplitude,fundamental,1992
expression,inverse,1992
inspection,patient,1992
acceleration,intensity,1992
acceleration,syllable,1992
plurality,production,1992
composite,constraint,1992
exposure,plurality,1992
center,matching,1992
drive,environment,1992
boundary,pitch,1992
boundary,mobile,1992
logic,plurality,1992
plurality,selection,1992
expression,non,1992
amplifier,valve,1992
internal,threshold,1992
delta,drive,1992
inverse,obstacle,1992
inverse,solve,1992
instruction,projection,1992
multiplication,stage,1992
abnormality,factor,1992
frame,speech,1992
block,sound,1992
detect,temperature,1992
node,transfer,1992
inference,knowledge,1992
magnetic,optical,1992
audio,sound,1992
input_datum,training,1992
microphone,sound,1992
intermediate,transfer,1992
classification,quantity,1992
output,value,1992
frequency,sound,1992
pattern,reference,1992
standard,voice,1992
layer,unit,1992
characteristic,function,1992
filter,noise,1992
connection,correction,1992
partial,standard,1992
product,register,1992
operation,syllable,1992
frequency,music,1992
conclusion,threshold_value,1992
spectrum,valve,1992
antecedent,conclusion,1992
synaptic,voltage,1992
decode,image_processing,1992
label,table,1992
environment,evaluate,1992
flow,gas,1992
driver,route,1992
disc,link,1992
density,plural,1992
dimension,surface,1992
person,shape,1992
driver,travel,1992
laser,projection,1992
laser,radiation,1992
constraint,plan,1992
document,length,1992
abnormality,compressor,1992
link,rotary,1992
correlation,selection,1992
travel,wheel,1992
abnormality,identify,1992
interconnection,source,1992
flow,rate,1992
band,threshold_value,1992
date,length,1992
difference,time_series,1992
drive,movement,1992
computation,ring,1992
artificial,route,1992
route,wiring,1992
database,screen,1992
database,table,1992
screen,table,1992
center,row,1992
amplitude,transmission,1992
speed,ultrasonic,1992
cost,time,1992
recognize,series,1992
abnormality,apparatus,1992
intensity,wavelength,1992
combination,solve,1992
defect,inspection,1992
center,edge,1992
registration,speech_recognition,1992
amplifier,current,1992
prediction,time,1992
head,prediction,1992
control_device,rotary,1992
